Monitoring-Site	Remote-Site	?	Aug2013	Jul2013	Jun2013	May2013	Apr2013	Mar2013	Feb2013	Jan2013	Dec2012	Nov2012	Oct2012	Sep2012	Aug2012	Jul2012	Jun2012	May2012	Apr2012	Mar2012	Feb2012	Jan2012	Dec2011	Nov2011	Oct2011	Sep2011	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
HK.CSE.UST.N1	UA.KHARKOV.N1	?B	332.236	338.049	332.397	327.789	382.883	544.606	504.206	385.223	337.722	338.419	904.946	362.668	364.203	548.219	740.635	365.875	435.808	511.397	375.701	362.47	392.412	388.692	378.14	374.001	pinger.cse.ust.hk	HK	East_Asia	mail.kipt.kharkov.ua	UA	Europe
PK.LCWU.EDU.N2	IT.ICTP.N1	?M	167.533	0	173.4	170.982	271.504	255.475	178.102	174.421	176.305	177.921	179.749	176.852	167.917	171.003	170.583	172.405	175.254	184.495	173.245	161.561	170.223	174.381	157.868	184.604	pinger.lcwu.edu.pk	PK	South_Asia	pinger.ictp.it	IT	Europe
PK.QUEST.SEECS.EDU	JP.RIKEN.N3	?M	409.718	409.7	414.56	423.493	415.659	396.91	327.021	324.602	420.902	445.786	437.48	0	0	420.586	424.032	437.926	462.642	390.282	460.505	446.925	440.824	432.605	433.967	420.333	quest.seecs.edu.pk	PK	South_Asia	ping.riken.jp	JP	East_Asia
PK.SEECS.EDU.N7	DZ.UNIV-SBA	?B	250.721	241.996	248.862	270.449	303.234	257.287	250.035	235.621	220.706	210.377	196.899	204.922	235.161	229.02	192.39	185.507	186.251	211.228	243.134	304.351	338.425	0	0	0	maggie2.seecs.edu.pk	PK	South_Asia	www.univ-sba.dz	DZ	Africa
PK.NCP.EDU.N3	MN.MAGIC.N1	?B	262.218	320.625	259.936	248.259	303.599	332.743	457.721	246.194	257.576	415.451	412.562	385.601	397.417	396.859	390.327	452.763	477.731	453.929	485.397	480.964	508.999	341.673	0	490.735	pinger-ncp.ncp.edu.pk	PK	South_Asia	magic.mn	MN	Central_Asia
PK.NS1.PIEAS.EDU	PK.PERN.EDU.N1	?M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ns1.pieas.edu.pk	PK	South_Asia	pinger.pern.edu.pk	PK	South_Asia
PK.NCA.EDU.N2	PK.VU.EDU	?M	2.467	2.34	2.513	2.627	2.343	2.845	2.656	2.605	2.332	2.322	2.454	3.564	0	0	1.967	2.003	1.996	2.027	1.913	1.797	2.086	2.343	2.422	2.212	pinger.nca.edu.pk	PK	South_Asia	pinger.vu.edu.pk	PK	South_Asia
PK.UOB.EDU.N3	PK.SEECS.EDU.N6	?M	184.797	173.071	174.658	179.561	189.268	186.553	162.45	164.736	156.24	160.841	162.225	138.758	148.932	164.982	145.838	151.415	153.376	0	62.223	43.236	0	0	0	0	pinger.uob.edu.pk	PK	South_Asia	maggie1.seecs.edu.pk	PK	South_Asia
PK.AIOU.EDU.N2	CN.USTC.LCG.PS.EDU.N1	?B	0	295.543	220.776	232.742	325.659	235.082	0	587.045	588.241	585.244	547.051	0	0	0	208.946	222.315	0	203.806	228.176	299.548	324.47	234.014	238.51	305.276	pinger.aiou.edu.pk	PK	South_Asia	ps.lcg.ustc.edu.cn	CN	East_Asia
PK.SEECS.EDU.N7	PK.PINGERKHI-CPSP.PERN.EDU	?M	33.703	34.951	219.013	34.812	32.619	31.671	31.686	33.292	35.863	34.103	31.183	32.615	30.978	73.499	30.604	30.735	30.029	34.024	28.659	28.355	31.086	0	0	0	maggie2.seecs.edu.pk	PK	South_Asia	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	EG.EUN.N1	?B	240.169	184.812	235.427	180.915	266.547	281.849	283.343	294.805	279.307	242.573	208.96	174.8	243.379	150.336	154.722	162.706	180.125	187.954	210.52	199.754	209.433	174.646	154.049	191.328	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	frcu.eun.eg	EG	Africa
PK.NUISB.SEECS.EDU	AR.INNOVA-RED.NET.N1	?B	0	0	0	0	0	423.178	408.636	406.091	419.298	384.31	391.135	390.812	379.099	381.848	381.108	429.402	440.423	439.983	431.866	392.701	433.489	418.475	418.532	406.436	nuisb.seecs.edu.pk	PK	South_Asia	www.innova-red.net	NET	Latin_America
EDU.SLAC.STANFORD.N3	IL.IUCC.AC.N1	?r	232.882	234.054	233.423	226.014	211.89	210.908	211.705	210.617	225.566	227.695	239.773	236.073	242.636	235.456	240.604	236.276	243.366	247.449	238.027	241.857	241.091	247.296	248.404	243.719	pinger.slac.stanford.edu	EDU	North_America	www.iucc.ac.il	IL	Middle_East
PK.PINGERLHR-PU.PERN.EDU	AM.SCI.N1	?B	0	225.269	276.456	310.467	353.196	275.632	223.761	236.008	226.185	230.323	237.481	237.067	223.872	220.613	225.478	220.116	216.281	220.041	220.541	212.032	212.958	216.196	219.078	0	pingerlhr-pu.pern.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
GOV.FNAL.N10	RU.MSU.N2	?r	160.734	153.673	153.026	158.202	158.89	163.009	161.264	160.753	161.278	159.714	159.847	158.429	157.973	159.163	159.958	162.155	163.109	162.954	167.124	176.426	173.197	191.708	173.28	172.5	hepnrc.hep.net	NET	North_America	ns.sinp.msu.ru	RU	Russia
BR.UNESP.N1	KZ.KAZRENA.N1	?B	356.35	351.074	337.999	336.101	339.635	337.541	339.863	338.378	348.775	355.051	354.446	347.782	340.388	348.092	335.298	357.633	367.437	347.276	342.23	342.429	0	340.573	340.54	346.695	pinger.unesp.br	BR	Latin_America	www.kazrena.kz	KZ	Central_Asia
PK.QUEST.SEECS.EDU	RU.NSK.N1	?M	0	0	252.324	260.322	281.195	274.607	269.874	254.487	264.862	278.831	259.366	0	0	265.124	273.617	261.723	280.757	276.462	285.433	269.895	283.775	269.815	287.463	277.647	quest.seecs.edu.pk	PK	South_Asia	rainbow.inp.nsk.su	SU	Russia
EDU.SLAC.STANFORD.N3	EDU.UCSD.N2	?r	12.891	13.787	13.609	14.109	13.582	14.175	13.505	12.575	12.611	13.234	12.869	13.902	12.825	12.359	12.708	12.665	14.122	13.274	14.117	13.357	12.671	12.936	12.616	13.263	pinger.slac.stanford.edu	EDU	North_America	ucsd.edu	EDU	North_America
PK.CAE.SEECS.EDU	PK.PERNFSBDPOP.EDU.N1	?M	50.044	46.287	45.703	39.136	0	0	42.491	141.874	70.079	30.124	32.628	34.548	29.138	27.838	37.422	31.992	32.546	29.631	28.297	35.455	60.596	102.823	73.402	55.626	cae.seecs.edu.pk	PK	South_Asia	pingerfsbd.pern.edu.pk	PK	South_Asia
PK.PINGERLHR-GCU.PERN.EDU	PK.USINDH.EDU.N2	?M	23.35	23.62	135.008	24.203	24.509	25.386	25.897	58.006	106.51	131.701	127.814	94.139	26.828	25.568	36.124	134.314	136.711	143.042	162.071	0	0	0	28.601	0	pingerlhr-gcu.pern.edu.pk	PK	South_Asia	pinger.usindh.edu.pk	PK	South_Asia
PK.NU.EDU.N2	IN.CDACMUMBAI.N1	?M	311.908	332.673	349.954	313.209	250.072	431.305	352.374	342.48	333.611	363.799	365.544	339.009	321.796	317.701	312.939	327.558	324.069	326.194	319.686	315.582	310.224	311.167	349.897	403.577	pinger.lhr.nu.edu.pk	PK	South_Asia	pinger.cdacmumbai.in	IN	South_Asia
PK.PERNLHRPOP.EDU.N1	KZ.KAZRENA.N1	?B	258.855	253.006	247.252	263.579	304.558	300.87	267.055	259.423	264.703	267.581	267.79	261.465	243.814	246.538	242.842	248.466	241.346	248.293	249.821	252.466	269.186	276.409	280.1	302.988	pingerlhr.pern.edu.pk	PK	South_Asia	www.kazrena.kz	KZ	Central_Asia
PK.PINGERISL-FJWU.PERN.EDU	EC.IMPSAT.NET.N1	?B	0	0	0	0	0	415.04	384.649	388.705	416.042	383.291	0	393.557	390.518	383.245	378.978	356.411	370.41	367.079	376.374	370.335	387.168	383.72	368.972	381.722	pingerisl-fjwu.pern.edu.pk	PK	South_Asia	gye.impsat.net.ec	EC	Latin_America
BR.ACMESECURITY.ORG	MZ.UEM.N1	?B	399.283	411.455	401.575	436.079	438.984	463.347	430.277	428.115	449.786	440.342	450.402	526.95	601.529	622.346	707.606	581.101	469.526	0	0	486.209	483.718	499.83	526.968	508.818	pinger.acmesecurity.org	ORG	Latin_America	www.uem.mz	MZ	Africa
IN.PUNE.CDAC.N2	GA.TRESOR.N1	?B	298.857	291.854	283.54	0	0	396.364	411.606	442.888	506.962	492.45	461.567	446.82	352.331	373.798	401.469	420.164	508.752	496.518	496.235	416.072	584.111	860.157	541.707	581.204	pinger.cdac.in	IN	South_Asia	www.tresor.ga	GA	Africa
IN.CDACMUMBAI.N1	SK.SANET.N1	?B	158.581	163.9	170.793	162.175	388.382	192.008	152.687	162.658	153.563	153.46	160.137	161.061	166.539	165.128	162.196	164.264	161.339	161.351	161.908	163.061	161.159	161.894	166.905	174.904	pinger.cdacmumbai.in	IN	South_Asia	ba.sanet.sk	SK	Europe
PK.CEMB.EDU.N2	TG.REFER.ORG.N1	?B	400.817	366.504	352.121	415.798	633.136	451.513	346.119	345.561	374.213	390.582	865.434	413.055	483.752	627.237	439.522	575.329	500.131	368.977	377.28	402.894	351.239	366.996	375.518	323.308	pinger.cemb.edu.pk	PK	South_Asia	tg.refer.org	ORG	Africa
PK.PERNSINDHUPOP.EDU.N2	JP.RIKEN.N3	?M	408.259	409.475	413.239	412.804	410.646	412.002	407.896	408.214	407.898	405.699	407.199	408.646	401.495	403.348	405.817	407.771	407.316	327.934	379.04	403.679	403.971	405.095	403.211	436.415	pingerjms.pern.edu.pk	PK	South_Asia	ping.riken.jp	JP	East_Asia
BR.UNESP.N1	BY.MTEC.N1	?B	273.6	267.475	268.64	256.709	258.5	263.52	257.243	254.758	267.931	274.627	278.611	277.698	276.572	283.489	267.394	280.886	327.117	286.942	292.227	290.19	0	273.979	279.353	278.272	pinger.unesp.br	BR	Latin_America	www.mtec.by	BY	Europe
PK.PINGER.IBA-SUK.EDU	CH.CERN.N1	?B	0	160.857	215.751	147.269	219.773	193.751	150.355	150.311	158.394	195.38	177.534	174.723	177.456	173.588	182.462	189.809	203.712	203.552	206.331	190.697	195.096	186.539	170.539	170.513	pinger.iba-suk.edu.pk	PK	South_Asia	ping.cern.ch	CH	Europe
JP.RIKEN.N3	AU.AARNET.DARWIN.N2	?r	352.994	362.056	363.981	343.647	336.053	349.235	340.144	337.319	336.624	310.043	288.152	284.084	283.951	278.049	265.983	336.418	348.105	338.591	340.529	338.619	337.688	341.918	342.632	361.004	ping.riken.jp	JP	East_Asia	drw-a-pm1.aarnet.net.au	AU	Oceania
JP.RIKEN.N3	EC.IMPSAT.NET.N1	?B	0	0	271.218	273.208	271.758	278.596	274.64	267.814	267.02	271.979	274.628	257.853	266.942	262.773	249.696	251.252	249.701	250.753	250.995	248.463	246.705	249.211	248.565	251.253	ping.riken.jp	JP	East_Asia	gye.impsat.net.ec	EC	Latin_America
PK.PERNKHIPOP.EDU.N2	PK.PERNFSBDPOP.EDU.N1	?M	18.962	24.175	35.54	56.984	0	0	23.572	21.222	21.287	21.792	22.619	22.836	21.169	21.137	21.576	20.589	20.888	21.802	22.155	21.685	25.681	29.297	32.533	31.561	pingerkhi.pern.edu.pk	PK	South_Asia	pingerfsbd.pern.edu.pk	PK	South_Asia
PK.AIOU.EDU.N2	PA.EDU.INSTITUTOKILPATRICK.N1	?B	0	351.263	373.206	373.466	393.436	412.714	410.039	395.843	405.624	417.509	386.31	371.27	363.971	400.587	398.867	393.744	371.227	369.139	392.911	382.026	374.657	368.755	360.751	377.47	pinger.aiou.edu.pk	PK	South_Asia	institutokilpatrick.edu.pa	PA	Latin_America
JP.RIKEN.N3	BR.UFRJ.N2	?r	348.562	352.3	342.487	324.935	387.919	410.282	412.43	408.586	355.017	331.18	323.876	324.405	321.196	328.006	320.649	323.841	338.503	340.867	326.381	304.968	305.571	321.026	322.439	324.388	ping.riken.jp	JP	East_Asia	if.ufrj.br	BR	Latin_America
PK.QUEST.SEECS.EDU	AM.SCI.N1	?B	0	204.235	244.166	294.742	330.487	323.739	233.529	232.342	221.384	247.213	234.338	0	0	225.633	232.164	231.276	272.485	246.04	279.149	249.264	226.712	224.602	261.203	260.589	quest.seecs.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
PK.PINGERKHI-CPSP.PERN.EDU	JO.SESAME.ORG.N1	?M	277.953	280.935	273.307	262.618	217.595	268.192	181.928	252.035	340.582	222.026	150.473	242.332	264.245	376.434	405.438	402.537	0	390.865	405.6	274.276	263.561	270.435	329.448	249.885	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pinger.sesame.org.jo	JO	Middle_East
PK.NUML.EDU	IT.INFN.N6	?B	0	263.866	296.635	278.895	407.707	229.474	169.203	173.734	170.768	166.781	171.019	175.235	179.267	185.868	194.773	262.336	264.853	257.621	258.485	249.3	262.13	255.844	247.295	244.147	pinger.numl.edu.pk	PK	South_Asia	dsna1.na.infn.it	IT	Europe
PK.PINGERKHI-UOK.PERN.EDU	MX.UIA.N1	?B	266.389	259.553	265.152	276.074	305.606	298.521	271.376	270.005	262.067	262.801	268.457	268.311	266.887	262.658	294.56	265.284	266.241	268.478	269.159	260.269	261.947	264.416	276.8	309.807	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.uia.mx	MX	Latin_America
PK.CEMB.EDU.N2	GM.QANET.N1	?B	261.269	267.264	268.649	267.363	334.053	350.293	267.615	257.975	245.6	235.105	236.892	232.398	230.994	244.972	254.529	255.549	275.174	277.496	260.086	234.062	244.525	247.298	258.563	290.738	pinger.cemb.edu.pk	PK	South_Asia	mail.qanet.gm	GM	Africa
PK.PINGERQTA.PERN.EDU.N2	TW.SINICA.EDU.N1	?B	419.117	425.093	435.406	422.926	442.643	432.738	432.55	422.431	420.116	426.507	437.167	432.259	0	427.01	423.231	433.681	425.06	336.373	404.324	429.615	433.166	473.246	440.036	430.195	pingerqta.pern.edu.pk	PK	South_Asia	dns.sinica.edu.tw	TW	East_Asia
PK.AIOU.EDU.N2	EE.UT.N1	?B	0	264.997	300.371	276.84	434.432	229.673	184.592	188.435	186.59	188.671	193.159	189.897	182.154	188.386	195.147	263.982	264.451	268.23	273.454	265.047	309.664	277.519	270.274	274.473	pinger.aiou.edu.pk	PK	South_Asia	kadri.ut.ee	EE	East_Europe
PK.PERNKHIPOP.EDU.N2	IT.ICTP.N1	?M	145.098	147.363	156.642	231.334	384.957	198.468	150.282	151.214	150.301	146.281	150.487	148.645	145.618	148.488	150.588	151.403	154.498	156.389	193.798	293.515	296.166	298.841	299.275	298.392	pingerkhi.pern.edu.pk	PK	South_Asia	pinger.ictp.it	IT	Europe
PK.UOB.EDU.N3	PK.UET.EDU.N2	?M	36.827	39.46	18.372	21.244	24.564	36.831	37.423	74.288	71.886	136.787	139.749	117.28	34.34	37.428	44.256	148.05	143.194	0	34.5	35.359	36.581	36.049	42.816	0	pinger.uob.edu.pk	PK	South_Asia	pinger.uet.edu.pk	PK	South_Asia
PK.PINGERKHI-UOK.PERN.EDU	SN.COLLEGE.EDU.N1	?B	189.349	195.051	192.275	190.808	208.667	228.21	184.752	206.369	197.54	184.798	189.573	187.919	192.208	204.94	213.998	199.539	232.335	230.712	203.95	206.652	212.584	215.146	267.509	183.851	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
PK.NU.EDU.N2	IL.WEIZMANN.AC.N1	?B	0	0	0	226.249	281.318	269.533	230.391	235.13	242.723	239.881	243.439	237.74	239.633	234.378	217.655	228.548	222.981	247.475	203.215	209.255	216.905	210.614	218.029	244.653	pinger.lhr.nu.edu.pk	PK	South_Asia	www.weizmann.ac.il	IL	Middle_East
PK.PERNKHIPOP.EDU.N2	CN.IHEP.AC.N2	?B	453.02	457.719	433.725	329.993	460.603	489.023	469.83	471.447	461.725	461.756	472.406	458.557	439.356	453.043	461.893	444.911	458.21	0	465.663	155.23	155.829	157.924	162.614	159.143	pingerkhi.pern.edu.pk	PK	South_Asia	ihep.ac.cn	CN	East_Asia
PK.NUML.EDU	BR.UNESP.N1	?M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pinger.numl.edu.pk	PK	South_Asia	pinger.unesp.br	BR	Latin_America
IT.ICTP.N1	LT.MII.N1	?B	68.221	68.174	65.038	62.58	57.367	57.635	58.235	58.039	58.544	59.453	60.618	68.223	67.717	67.18	68.337	70.392	70.076	69.614	68.561	68.489	71.088	59.052	55.041	54.306	pinger.ictp.it	IT	Europe	julius.ktl.mii.lt	LT	Balkans
PK.AIOU.EDU.N2	ML.ORG.REFER.N1	?B	0	284.223	309.489	272.638	307.811	309.247	281.001	294.351	293.569	287.635	294.462	302.016	306.837	284.288	299.801	291.527	322.568	340.03	417.224	390.999	316.11	314.151	356.749	294.476	pinger.aiou.edu.pk	PK	South_Asia	www.ml.refer.org	ORG	Africa
PK.NEDUET.EDU.N1	UY.FISICA.EDU.N1	?B	421.075	428.068	435.92	447.326	452.791	472.822	466.198	458.215	471.064	493.025	472.429	455.661	451.792	468.548	465.924	448.439	428.736	423.21	430.922	415.891	468.174	520.325	460.307	445.347	npm.neduet.edu.pk	PK	South_Asia	www.fisica.edu.uy	UY	Latin_America
GOV.FNAL.N10	EDU.UIUC.N1	?r	5.47	5.35	5.843	5.343	6.45	5.436	5.678	5.372	5.638	5.212	6.225	5.866	5.299	5.273	6.177	8.464	6.315	5.52	5.966	5.738	5.78	5.667	5.718	5.459	hepnrc.hep.net	NET	North_America	www.hep.uiuc.edu	EDU	North_America
BR.ACMESECURITY.ORG	LT.MII.N1	?B	292.836	296.168	292.093	292.312	298.481	302.34	306.413	304.747	304.081	301.62	304.794	305.313	304.853	306.847	304.01	310.985	321.856	0	0	324.628	314.942	308.573	311.463	310.71	pinger.acmesecurity.org	ORG	Latin_America	julius.ktl.mii.lt	LT	Balkans
PK.COMSATS.EDU.N2	JO.SESAME.ORG.N1	?M	314.548	336.141	310.99	293.242	269.948	259.517	206.551	226.306	225.148	185.258	182.187	236.726	241.295	258.33	267.759	278.709	0	291.691	292.45	286.666	286.434	305.769	237.606	276.86	pinger.comsats.edu.pk	PK	South_Asia	pinger.sesame.org.jo	JO	Middle_East
EDU.SLAC.STANFORD.N3	EG.HELWAN.EDU.N1	?r	254.65	251.541	254.265	246.026	238.104	251.155	256.252	248.901	287.755	271.115	256.531	248.425	248.37	248.383	252.171	261.101	261.086	275.191	253.484	237.633	222.882	236.721	243.642	242.035	pinger.slac.stanford.edu	EDU	North_America	www.helwan.edu.eg	EG	Africa
PK.UETTAXILA.EDU.N1	LS.LESOTHO.GOV.N1	?B	360.857	374.377	393.874	382.449	0	325.816	349.28	338.111	333.568	330.859	324.129	321.189	306.781	336.767	371.274	379.99	378.874	378.827	383.663	387.044	391.788	394.839	381.567	381.527	pinger.uettaxila.edu.pk	PK	South_Asia	www.lesotho.gov.ls	LS	Africa
PK.AUP.SEECS.EDU	BJ.GOUV.N1	?B	317.255	318.688	318.843	297.015	302.671	322.149	293.35	324.612	330.799	323.967	314.24	293.428	311.612	278.883	274.017	277.303	280.367	322.701	299.266	316.89	286.842	290.084	264.353	306.897	aup.seecs.edu.pk	PK	South_Asia	waib.gouv.bj	BJ	Africa
PK.PINGERQTA.PERN.EDU.N2	KZ.KAZRENA.N1	?B	250.59	249.43	239.13	249.896	302.855	291.167	256.687	250.291	253.713	258.431	257.262	245.598	0	247.237	234.214	240.511	244.601	245.918	252.554	257.352	274.937	290.887	268.815	265.664	pingerqta.pern.edu.pk	PK	South_Asia	www.kazrena.kz	KZ	Central_Asia
BR.ORG.SPRACE.N2	AU.AARNET.PERTH.NET	?B	389.839	389.918	391.864	392.808	393.774	405.689	396.534	392.495	392.626	392.36	395.775	397.182	396.856	398.332	398.502	395.83	431.545	396.18	396.508	395.423	394.866	395.037	401.087	414.956	pinger.sprace.org.br	BR	Latin_America	per-a-ext1.aarnet.net.au	AU	Oceania
JO.SESAME.ORG.N1	IN.CDACMUMBAI.N1	?M	215.642	234.913	234.403	265.235	365.591	320.122	249.934	322.473	299.486	321.81	311.192	285.39	0	265.194	250.977	243.458	0	244.094	267.509	278.104	275.799	298.076	317.95	246.833	pinger.sesame.org.jo	JO	Middle_East	pinger.cdacmumbai.in	IN	South_Asia
EDU.SLAC.STANFORD.N3	MR.NIC.N2	?r	297.467	241.193	0	0	273.341	292.532	405.66	379.187	418.89	411.647	314.674	295.125	316.502	421.561	417.367	503.54	585.079	504.219	345.37	415.676	399.618	445.175	385.827	360.551	pinger.slac.stanford.edu	EDU	North_America	www.nic.mr	MR	Africa
PK.NWFPUET.EDU.N1	PK.PINGER.IBA-SUK.EDU	?M	0	40.995	43.537	42.762	41.801	42.125	41.595	42.785	53.841	80.29	67.578	68.509	86.563	70.828	70.036	79.718	92.539	80.718	87.748	85.69	78.674	82.988	57.074	66.253	pinger.nwfpuet.edu.pk	PK	South_Asia	pinger.iba-suk.edu.pk	PK	South_Asia
PK.AUP.SEECS.EDU	EC.IMPSAT.NET.N1	?B	0	0	397.803	398.165	396.531	413.802	386.735	392.832	420.13	392.172	401.191	397.342	389.914	401.952	373.476	372.265	373.784	383.669	369.037	373.187	380.053	380.248	392.562	418.601	aup.seecs.edu.pk	PK	South_Asia	gye.impsat.net.ec	EC	Latin_America
EDU.SLAC.STANFORD.N3	NI.ANS.EDU	?r	125.593	129.608	123.78	125.16	124.026	130.271	154.034	134.493	148.119	116.538	128.34	135.71	150.614	138.229	136.972	128.384	130.24	151.914	152.245	153.124	152.686	152.155	152.846	0	pinger.slac.stanford.edu	EDU	North_America	www.ans.edu.ni	NI	Latin_America
PK.BUITMS.SEECS.EDU	GM.QANET.N1	?B	0	0	250.616	256.682	304.772	287.079	255.597	247.788	235.859	215.92	220.484	220.573	224.024	232.845	220.68	244.29	305.949	270.151	245.673	230.456	253.784	221.859	229.998	229.592	buitms.seecs.edu.pk	PK	South_Asia	mail.qanet.gm	GM	Africa
PK.CAE.SEECS.EDU	PK.UPESH.EDU.N2	?M	65.187	67.73	57.931	43.854	19.06	35.738	21.007	107.283	57.428	23.225	24.284	23.655	21.163	20.608	27.073	23.441	25.823	22.095	22.339	30.226	53.937	87.777	58.202	38.666	cae.seecs.edu.pk	PK	South_Asia	www.upesh.edu.pk	PK	South_Asia
EDU.SLAC.STANFORD.N3	JP.APAN.NET.N2	?r	126.286	130.369	131.115	120.722	119.116	124.79	118.622	122.074	118.759	125.914	124.774	123.337	123.247	123.372	123.287	123.188	123.151	123.118	123.124	123.186	123.271	123.934	123.484	124.063	pinger.slac.stanford.edu	EDU	North_America	ns.jp.apan.net	NET	East_Asia
PK.NU.EDU.N2	IT.INFN.N6	?B	186.069	178.847	202.942	193.056	220.754	223.516	166.022	174.784	180.05	183.174	184.227	317.582	172.839	180.733	175.975	180.3	173.779	179.631	171.257	156.565	165.358	162.277	158.407	153.872	pinger.lhr.nu.edu.pk	PK	South_Asia	dsna1.na.infn.it	IT	Europe
PK.CAE.SEECS.EDU	IT.INFN.N6	?B	193.119	192.445	198.367	207.638	206.946	238.676	175.367	278.821	225.436	188.418	176.165	297.174	178.148	183.124	183.603	191.061	179.535	174.207	177.205	180.467	210.476	261.443	205.5	192.673	cae.seecs.edu.pk	PK	South_Asia	dsna1.na.infn.it	IT	Europe
PK.PERNLHRPOP.EDU.N1	PK.COMSATS.EDU.N2	?M	50.929	51.25	66.221	51.162	50.903	50.696	52.313	51.831	51.798	51.823	52.399	58.562	50.419	48.654	48.594	49.746	48.56	48.362	49.966	49.014	51.914	52.373	57.427	53.223	pingerlhr.pern.edu.pk	PK	South_Asia	pinger.comsats.edu.pk	PK	South_Asia
PK.SEECS.EDU.N6	PK.NUKHIMAIN.SEECS.EDU	?M	33.684	33.849	127.805	33.106	31.302	32.248	33.191	32.786	32.6	32.271	31.89	29.811	33.814	27.486	28.232	28.33	28.254	28.563	29.436	31.322	30.767	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	nukhimain.seecs.edu.pk	PK	South_Asia
IT.ICTP.N1	CA.TRIUMF.N1	?M	184.176	183.17	199.552	178.065	177.763	177.756	178.837	0	177.058	176.717	177.649	177.487	177.452	177.18	178.744	182.293	189.552	189.29	196.139	196.703	198.815	201.187	201.336	182.666	pinger.ictp.it	IT	Europe	sitka.triumf.ca	CA	North_America
PK.PERNSINDHUPOP.EDU.N2	ET.STMARYCOLLEGE.N3	?B	998.106	1069.077	1045.95	852.619	997.671	815.769	1011.171	659.369	983.036	820.335	683.446	732.808	1261.286	523.001	739.267	999.853	688.278	497.658	484.498	364.272	0	0	0	0	pingerjms.pern.edu.pk	PK	South_Asia	www.stmaryuniversitycollege.edu.et	ET	Africa
PK.PINGERKHI-UOK.PERN.EDU	UA.KHARKOV.N1	?B	178.405	181.448	185.906	189.143	251.251	232.232	192.745	198.618	200.797	181.442	184.936	184.716	179.445	191.375	208.576	285.975	333.513	335.53	321.098	344.402	334.688	322.235	327.493	314.191	pingerkhi-uok.pern.edu.pk	PK	South_Asia	mail.kipt.kharkov.ua	UA	Europe
PK.CAE.SEECS.EDU	CR.CUC.AC.N1	?B	361.584	356.083	368.45	352.624	378.615	367.699	352.799	442.36	372.052	364.306	349.456	353.093	361.726	388.282	392.177	395.585	397.147	376.249	350.489	356.781	386.687	454.914	411.947	429.758	cae.seecs.edu.pk	PK	South_Asia	www.cuc.ac.cr	CR	Latin_America
JP.RIKEN.N3	DE.MPG.N1	?r	267.844	268.008	272.411	276.89	273.895	270.206	268.69	268.324	268.495	269.128	269.644	268.794	269.699	268.633	268.794	268.762	286.796	292.004	281.305	281.145	281.88	281.171	290.141	278.782	ping.riken.jp	JP	East_Asia	www.mppmu.mpg.de	DE	Europe
GOV.DOE.N8	PY.WWW.UNA.N1	?B	184.489	191.429	183.197	174.874	173.955	172.364	171.16	169.301	168.73	170.158	174.277	175.294	174.901	188.788	190.217	181.944	177.989	179.198	180.6	189.954	193.238	188.962	186.606	186.202	pinger.ascr.doe.gov	GOV	North_America	www.una.py	PY	Latin_America
PK.PERNPWRPOP.EDU.N2	UA.KHARKOV.N1	?B	0	0	0	0	0	215.028	209.804	212.475	211.409	226.576	203.31	210.256	0	211.102	213.776	214.91	225.876	224.229	212.78	217.116	211.527	201.645	197.527	214.397	pingerpwr.pern.edu.pk	PK	South_Asia	mail.kipt.kharkov.ua	UA	Europe
PK.NUML.EDU	SV.RED.N1	?B	0	300.851	344.111	304.731	364.551	364.635	334.069	341.626	363.722	365.739	364.439	357.44	363.38	337.392	302.824	326.538	365.062	395.548	367.267	339.552	320.661	320.882	357.482	343.879	pinger.numl.edu.pk	PK	South_Asia	cir.red.sv	SV	Latin_America
PK.NEDUET.EDU.N1	CH.CERN.N1	?B	207.879	208.255	222.167	222.229	413.385	271.919	209.394	140.271	139.643	164.542	142.845	141.253	138.128	148.861	137.472	139.086	142.978	154.039	147.247	135.227	135.298	134.857	148.659	125.353	npm.neduet.edu.pk	PK	South_Asia	ping.cern.ch	CH	Europe
PK.NUKHIMAIN.SEECS.EDU	EG.EUN.N1	?B	0	257.19	299.91	277.681	280.143	269.062	0	288.879	282.56	245.084	221.366	178.494	236.942	180.825	157.156	165.943	186.264	212.613	0	247.178	312.379	184.307	147.214	195.415	nukhimain.seecs.edu.pk	PK	South_Asia	frcu.eun.eg	EG	Africa
